"","property_no","property_address","total rates","lv","cv","rate_yr","assessment_number","rate area (ha)","qv category","suburb"
"59462",9032,"3 Brassey Rd~WHANGANUI",6424.8,540000,1140000,"24_25","1318040300",0.1519,"Residential","St Johns/Otamatea"
"59463",9033,"5A Brassey Rd~WHANGANUI",4618.44,320000,690000,"24_25","1318040301",0.0991,"Residential","St Johns/Otamatea"
"59464",9046,"19 Brassey Rd~WHANGANUI",5767.21,5e+05,8e+05,"24_25","1318041100",0.1436,"Residential","St Johns/Otamatea"
"59465",9047,"19A Brassey Rd~WHANGANUI",4271.86,290000,550000,"24_25","1318041101",0.0594,"Residential","St Johns/Otamatea"
"59466",9048,"21A Brassey Rd~WHANGANUI",5553.66,405000,1050000,"24_25","1318041102",0.1256,"Residential","St Johns/Otamatea"
"59467",9049,"21 Brassey Rd~WHANGANUI",6029.91,490000,1050000,"24_25","1318041200",0.1256,"Residential","St Johns/Otamatea"
"59468",9064,"41 Brassey Rd~WHANGANUI",4896.23,340000,820000,"24_25","1318042000",0.0754,"Residential","St Johns/Otamatea"
"59469",9065,"41A Brassey Rd~WHANGANUI",5153.57,370000,890000,"24_25","1318042001",0.0989,"Residential","St Johns/Otamatea"
"59470",9066,"43 Brassey Rd~WHANGANUI",5004.55,410000,7e+05,"24_25","1318042100",0.1219,"Residential","St Johns/Otamatea"
"59471",9081,"6B Brassey Rd~WHANGANUI",4738.05,355000,630000,"24_25","1318043001",0.102,"Residential","St Johns/Otamatea"
"59472",9082,"8A Brassey Rd~WHANGANUI",4094.21,265000,610000,"24_25","1318043002",0.0506,"Residential","St Johns/Otamatea"
"59473",9083,"8B Brassey Rd~WHANGANUI",3703.84,2e+05,5e+05,"24_25","1318043003A",0,"Residential","St Johns/Otamatea"
"59474",9097,"34 Brassey Rd~WHANGANUI",5145.69,405000,730000,"24_25","1318043901",0.1218,"Residential","St Johns/Otamatea"
"59475",9115,"27 Longbeach Dr~WHANGANUI",5943.04,675000,1215000,"24_25","1319000120",0.8189,"Residential","Castlecliff"
"59476",9131,"10 Waitai St~WHANGANUI",8309.35,890000,1080000,"24_25","1319001100",0.4467,"Residential","Castlecliff"
"59477",9133,"2 Aranui Ave~WHANGANUI",5441.1,460000,720000,"24_25","1319001200",0.1594,"Residential","Castlecliff"
"59478",9147,"15 Aranui Ave~WHANGANUI",4619.17,470000,720000,"24_25","1319020000",2.1403,"Lifestyle","Castlecliff"
"59479",9164,"61 Mosston Rd~WHANGANUI",3404.41,175000,375000,"24_25","1319020508",0.0851,"Residential","Castlecliff"
"59480",9165,"63 Mosston Rd~WHANGANUI",3045.24,120000,335000,"24_25","1319020509A",0,"Residential","Castlecliff"
"59481",9166,"63A Mosston Rd~WHANGANUI",3161.16,135000,360000,"24_25","1319020509B",0,"Residential","Castlecliff"
"59482",9181,"78 Mosston Rd~WHANGANUI",1036.19,26000,32000,"24_25","1319050800",0.0217,"Utility asset","Castlecliff"
"59483",9183,"80 Mosston Rd~WHANGANUI",3063.44,270000,550000,"24_25","1319050900",0.2448,"Residential","Castlecliff"
"59484",9197,"130 Mosston Rd~WHANGANUI",5910.8,815000,1120000,"24_25","1314085300",0.8094,"Residential","Springvale"
"59485",9199,"116 Fitzherbert Ave~WHANGANUI",4075.76,255000,550000,"24_25","1314083300",0.064,"Residential","Springvale"
"59486",9200,"2 Lowther St~WHANGANUI",3150.69,150000,335000,"24_25","1320000100",0.0336,"Residential","Aramoho"
"59487",9213,"7 Barrack St~WHANGANUI",3177.88,150000,360000,"24_25","1320001600",0.0336,"Residential","Aramoho"
"59488",9216,"15 Barrack St~WHANGANUI",3552.15,210000,395000,"24_25","1320001900",0.0708,"Residential","Aramoho"
"59489",9230,"26 Barrack St~WHANGANUI",4104.91,175000,430000,"24_25","1320003201",0.043,"Industrial","Aramoho"
"59490",9231,"1 Russell St~WHANGANUI",2995.59,110000,340000,"24_25","1320003400A",0,"Residential","Aramoho"
"59491",9232,"1A Russell St~WHANGANUI",2995.59,110000,340000,"24_25","1320003400B",0,"Residential","Aramoho"
"59492",9233,"3 Russell St~WHANGANUI",2963.72,110000,315000,"24_25","1320003500A",0,"Residential","Aramoho"
"59493",9247,"3 Terrace St~WHANGANUI",3806.84,240000,405000,"24_25","1320004100",0.0911,"Residential","Aramoho"
"59494",9248,"5 Terrace St~WHANGANUI",3864.22,240000,450000,"24_25","1320004200",0.0911,"Residential","Aramoho"
"59495",9249,"7 Terrace St~WHANGANUI",3845.09,240000,435000,"24_25","1320004300",0.086,"Residential","Aramoho"
"59496",9250,"9 Terrace St~WHANGANUI",2718.15,240000,240000,"24_25","1320004400",0.086,"Residential","Aramoho"
"59497",9263,"1 Wanaka St~WHANGANUI",3843.92,225000,5e+05,"24_25","1320004804",0.0697,"Residential","Aramoho"
"59498",9264,"3 Wanaka St~WHANGANUI",4236.29,270000,610000,"24_25","1320004805",0.115,"Residential","Aramoho"
"59499",9265,"5A Wanaka St~WHANGANUI",3154.79,135000,355000,"24_25","1320004806A",0,"Residential","Aramoho"
"59500",9266,"5B Wanaka St~WHANGANUI",3245.2,150000,360000,"24_25","1320004806B",0,"Residential","Aramoho"
"59501",9267,"4 Terrace St~WHANGANUI",3278.26,165000,320000,"24_25","1320004900",0.05,"Residential","Aramoho"
"59502",9280,"25 Spier St~WHANGANUI",3451.78,195000,380000,"24_25","1320005901",0.0656,"Residential","Aramoho"
"59503",9281,"4 Spier St~WHANGANUI",3240.18,165000,340000,"24_25","1320006000",0.0528,"Residential","Aramoho"
"59504",9282,"6 Spier St~WHANGANUI",3557.58,210000,4e+05,"24_25","1320006100",0.0764,"Residential","Aramoho"
"59505",9283,"8 Spier St~WHANGANUI",3345.97,180000,360000,"24_25","1320006200",0.0586,"Residential","Aramoho"
"59506",9297,"13 Kaikokopu Rd~WHANGANUI",3354.75,165000,380000,"24_25","1320007300",0.0519,"Residential","Aramoho"
"59507",9298,"15 Kaikokopu Rd~WHANGANUI",3157.37,195000,740000,"24_25","1320007400",0.0653,"Residential","Aramoho"
"59508",9299,"19 Kaikokopu Rd~WHANGANUI",3625.31,225000,385000,"24_25","1320007500",0.0835,"Residential","Aramoho"
"59509",9314,"8 Parkdale Dr~WHANGANUI",3874.45,235000,480000,"24_25","1320008205",0.0954,"Residential","Aramoho"
"59510",9316,"12 Parkdale Dr~WHANGANUI",3747.13,210000,490000,"24_25","1320008207",0.0684,"Residential","Aramoho"
"59511",9317,"16 Parkdale Dr~WHANGANUI",6754.7,365000,820000,"24_25","1320008208",0.6863,"Residential","Aramoho"
"59512",9330,"3 Monowai Pl~WHANGANUI",3656.7,195000,485000,"24_25","1320008221",0.0641,"Residential","Aramoho"
"59513",9331,"5 Monowai Pl~WHANGANUI",4029.95,240000,580000,"24_25","1320008222",0.0651,"Residential","Aramoho"
"59514",9332,"7 Monowai Pl~WHANGANUI",3902.46,240000,480000,"24_25","1320008223",0.0647,"Residential","Aramoho"
"59515",9333,"9 Monowai Pl~WHANGANUI",4029.95,240000,580000,"24_25","1320008224",0.0744,"Residential","Aramoho"
"59516",9347,"22 Parkdale Dr~WHANGANUI",4088.5,255000,560000,"24_25","1320008239",0.0706,"Residential","Aramoho"
"59517",9348,"24 Parkdale Dr~WHANGANUI",4152.25,255000,610000,"24_25","1320008240",0.067,"Residential","Aramoho"
"59518",9349,"36 Parkdale Dr~WHANGANUI",4279.74,255000,710000,"24_25","1320008241",0.0683,"Residential","Aramoho"
"59519",9350,"38 Parkdale Dr~WHANGANUI",4024.76,255000,510000,"24_25","1320008242",0.0682,"Residential","Aramoho"
"59520",9364,"4 Glasgow St~WHANGANUI",3882.17,225000,530000,"24_25","1320008700",0.0647,"Residential","Aramoho"
"59521",9365,"2 Glasgow St~WHANGANUI",4577.67,315000,680000,"24_25","1320008800",0.0849,"Residential","Aramoho"
"59522",9366,"92 Somme Pde~WHANGANUI",3481.96,180000,485000,"24_25","1320008900",0.052,"Residential","Aramoho"
"59523",9380,"107 Somme Pde~WHANGANUI",4252.24,3e+05,575000,"24_25","1320010300",0.1078,"Residential","Aramoho"
"59524",9383,"111A Somme Pde~WHANGANUI",3077.11,120000,360000,"24_25","1320010600A",0,"Residential","Aramoho"
"59525",9384,"111C Somme Pde~WHANGANUI",2936.88,120000,250000,"24_25","1320010600B",0,"Residential","Aramoho"
"59526",9397,"142 Somme Pde~WHANGANUI",5014.03,275000,510000,"24_25","1320011800E",0,"Commercial","Aramoho"
"59527",9398,"143 Somme Pde~WHANGANUI",3832.51,180000,305000,"24_25","1320011800F",0,"Commercial","Aramoho"
"59528",9399,"149 Somme Pde~WHANGANUI",5771.36,225000,510000,"24_25","1320011900",0.0599,"Commercial","Aramoho"
"59529",9414,"30 Tay St~WHANGANUI",3137.36,135000,4e+05,"24_25","1320014100",0.0372,"Residential","Aramoho"
"59530",9415,"32 Tay St~WHANGANUI",3245.2,150000,360000,"24_25","1320014200",0.0412,"Residential","Aramoho"
"59531",9416,"1 London St~WHANGANUI",1003.64,150000,150000,"24_25","1320014300",0.044,"Residential","Aramoho"
"59532",9417,"2 London St~WHANGANUI",3134.37,150000,320000,"24_25","1320014400",0.044,"Residential","Aramoho"
"59533",9431,"18 London St~WHANGANUI",3890.49,250000,5e+05,"24_25","1320015600",0.0688,"Residential","Aramoho"
"59534",9432,"20 London St~WHANGANUI",4445.87,235000,395000,"24_25","1320015700",0.0688,"Industrial","Aramoho"
"59535",9433,"23 London St~WHANGANUI",4202.75,330000,375000,"24_25","1320015800",0.1581,"Residential","Aramoho"
"59536",9434,"26 London St~WHANGANUI",19677.94,1570000,2580000,"24_25","1320015900",0.8001,"Industrial","Aramoho"
"59537",9447,"10 Seddon St~WHANGANUI",3527.94,195000,450000,"24_25","1320017000",0.0708,"Residential","Aramoho"
"59538",9448,"12 Seddon St~WHANGANUI",3650.33,195000,480000,"24_25","1320017100",0.0708,"Residential","Aramoho"
"59539",9449,"14 Seddon St~WHANGANUI",3451.78,195000,380000,"24_25","1320017200",0.0708,"Residential","Aramoho"
"59540",9450,"16 Seddon St~WHANGANUI",3438.79,180000,380000,"24_25","1320017300",0.0683,"Residential","Aramoho"
"59541",9464,"44 Seddon St~WHANGANUI",3413.71,195000,345000,"24_25","1320018700",0.0733,"Residential","Aramoho"
"59542",9465,"46 Seddon St~WHANGANUI",3652.51,225000,410000,"24_25","1320018800",0.0885,"Residential","Aramoho"
"59543",9466,"48 Seddon St~WHANGANUI",1036.27,150000,180000,"24_25","1320018900",0.0449,"Residential","Aramoho"
"59544",9467,"50 Seddon St~WHANGANUI",3270.7,150000,380000,"24_25","1320019000",0.046,"Residential","Aramoho"
"59545",9481,"11 Ballance St~WHANGANUI",3541.26,210000,385000,"24_25","1320020000",0.0708,"Residential","Aramoho"
"59546",9482,"17 Ballance St~WHANGANUI",3468.11,195000,395000,"24_25","1320020100",0.0683,"Residential","Aramoho"
"59547",9483,"19 Ballance St~WHANGANUI",3522.84,195000,380000,"24_25","1320020200",0.0683,"Residential","Aramoho"
"59548",9484,"21 Ballance St~WHANGANUI",3517.06,195000,440000,"24_25","1320020300",0.0683,"Residential","Aramoho"
"59549",9497,"51 Ballance St~WHANGANUI",3936.85,245000,485000,"24_25","1320021400",0.0885,"Residential","Aramoho"
"59550",9498,"53 Ballance St~WHANGANUI",3435.47,195000,365000,"24_25","1320021500",0.0683,"Residential","Aramoho"
"59551",9499,"55 Ballance St~WHANGANUI",3464.29,180000,4e+05,"24_25","1320021600",0.0606,"Residential","Aramoho"
"59552",9500,"Heathdene Court~33 Kaikokopu Rd~WHANGANUI",58995.74,960000,3900000,"24_25","1320021601",0.4905,"Residential","Aramoho"
"59553",9501,"10 Ballance St~WHANGANUI",3498.28,180000,5e+05,"24_25","1320021700",0.0599,"Residential","Aramoho"
"59554",9514,"30 Ballance St~WHANGANUI",4223.54,270000,6e+05,"24_25","1320022700",0.1012,"Residential","Aramoho"
"59555",9515,"32 Ballance St~WHANGANUI",4223.54,270000,6e+05,"24_25","1320022800",0.1012,"Residential","Aramoho"
"59556",9517,"36 Ballance St~WHANGANUI",3986.23,270000,485000,"24_25","1320023000",0.1012,"Residential","Aramoho"
"59557",9531,"22 Ward St~WHANGANUI",5043.7,405000,650000,"24_25","1320023500",0.1685,"Residential","Aramoho"
"59558",9532,"20 Ward St~WHANGANUI",4185.3,270000,570000,"24_25","1320023600",0.1011,"Residential","Aramoho"
"59559",9533,"18 Ward St~WHANGANUI",4217.17,270000,595000,"24_25","1320023601",0.1012,"Residential","Aramoho"
"59560",9534,"16 Ward St~WHANGANUI",4030.13,253000,523000,"24_25","1320023602",0.1012,"Residential","Aramoho"
"59561",9547,"11 Ward St~WHANGANUI",3508.91,180000,435000,"24_25","1320023906",0.0559,"Residential","Aramoho"
"59562",9548,"13 Ward St~WHANGANUI",3573.84,195000,420000,"24_25","1320023907",0.0602,"Residential","Aramoho"
"59563",9549,"15 Ward St~WHANGANUI",3657.88,210000,420000,"24_25","1320023908",0.0652,"Residential","Aramoho"
"59564",9550,"17 Ward St~WHANGANUI",3664.25,210000,425000,"24_25","1320023909",0.067,"Residential","Aramoho"
"59565",9551,"19 Ward St~WHANGANUI",3683.38,210000,440000,"24_25","1320023910",0.067,"Residential","Aramoho"
"59566",9564,"43 Kaikokopu Rd~WHANGANUI",3503.72,195000,365000,"24_25","1320023922",0.0689,"Residential","Aramoho"
"59567",9565,"45 Kaikokopu Rd~WHANGANUI",3503.72,195000,365000,"24_25","1320023923",0.0672,"Residential","Aramoho"
"59568",9566,"47 Kaikokopu Rd~WHANGANUI",3605.71,195000,445000,"24_25","1320023924",0.0683,"Residential","Aramoho"
"59569",9567,"49 Kaikokopu Rd~WHANGANUI",3503.72,195000,365000,"24_25","1320023925",0.0683,"Residential","Aramoho"
"59570",9581,"11 Massey St~WHANGANUI",5741.55,180000,660000,"24_25","1320023939",0.0611,"Residential","Aramoho"
"59571",9582,"13 Massey St~WHANGANUI",3592.96,195000,435000,"24_25","1320023940",0.0616,"Residential","Aramoho"
"59572",9583,"15 Massey St~WHANGANUI",3464.29,180000,4e+05,"24_25","1320023941",0.0607,"Residential","Aramoho"
"59573",9584,"30 Savage Cres~WHANGANUI",3497.34,195000,360000,"24_25","1320023942",0.0622,"Residential","Aramoho"
"59574",9598,"8 Fraser Pl~WHANGANUI",3656.7,195000,485000,"24_25","1320023954",0.0626,"Residential","Aramoho"
"59575",9599,"6 Fraser Pl~WHANGANUI",3818.42,225000,480000,"24_25","1320023955",0.0721,"Residential","Aramoho"
"59576",9600,"4 Fraser Pl~WHANGANUI",3567.47,195000,415000,"24_25","1320023956",0.061,"Residential","Aramoho"
"59577",9614,"21 Savage Cres~WHANGANUI",3464.29,180000,4e+05,"24_25","1320023972",0.0592,"Residential","Aramoho"
"59578",9615,"23 Savage Cres~WHANGANUI",3580.21,195000,425000,"24_25","1320023973",0.0656,"Residential","Aramoho"
"59579",9616,"25 Savage Cres~WHANGANUI",3464.29,180000,4e+05,"24_25","1320023974",0.0592,"Residential","Aramoho"
"59580",9617,"27 Savage Cres~WHANGANUI",3548.34,195000,4e+05,"24_25","1320023975",0.0663,"Residential","Aramoho"
"59581",9618,"29 Savage Cres~WHANGANUI",3180.29,135000,375000,"24_25","1320023976",0.0375,"Residential","Aramoho"
"59582",9631,"8 Kaikokopu Rd~WHANGANUI",3946.92,265000,405000,"24_25","1320024400",0.0929,"Residential","Aramoho"
"59583",9632,"1 Kelvin St~WHANGANUI",3382.42,170000,445000,"24_25","1320024500",0.0654,"Residential","Aramoho"
"59584",9633,"32 Kaikokopu Rd~WHANGANUI",4029.75,270000,525000,"24_25","1320024600",0.1045,"Residential","Aramoho"
"59585",9634,"34 Kaikokopu Rd~WHANGANUI",3587.76,210000,365000,"24_25","1320024700",0.0704,"Residential","Aramoho"
"59586",9648,"6 - 8 George St~WHANGANUI",5079.71,260000,580000,"24_25","1320025700",0.0953,"Industrial","Aramoho"
"59587",9649,"10 George St~WHANGANUI",3363.64,170000,365000,"24_25","1320025800",0.0509,"Residential","Aramoho"
"59588",9650,"12 George St~WHANGANUI",3408.26,170000,4e+05,"24_25","1320025900",0.0508,"Residential","Aramoho"
"59589",9651,"14 George St~WHANGANUI",3371.54,170000,435000,"24_25","1320026000",0.051,"Residential","Aramoho"
"59590",9664,"25 Gibson St~WHANGANUI",3665.43,225000,360000,"24_25","1320027000",0.0835,"Residential","Aramoho"
"59591",9665,"29 Gibson St~WHANGANUI",3725.67,240000,4e+05,"24_25","1320027100",0.086,"Residential","Aramoho"
"59592",9666,"33 Gibson St~WHANGANUI",3470.66,180000,405000,"24_25","1320027200",0.0561,"Residential","Aramoho"
"59593",9667,"35 Gibson St~WHANGANUI",3384.06,180000,395000,"24_25","1320027300",0.0567,"Residential","Aramoho"
"59594",9668,"37 Gibson St~WHANGANUI",3693.04,240000,370000,"24_25","1320027400",0.1077,"Residential","Aramoho"
"59595",9681,"1 Boyd Ave~WHANGANUI",3454.76,180000,460000,"24_25","1320028300",0.0593,"Residential","Aramoho"
"59596",9682,"3 Boyd Ave~WHANGANUI",3489.79,180000,420000,"24_25","1320028301",0.0594,"Residential","Aramoho"
"59597",9683,"5 Boyd Ave~WHANGANUI",3362.3,180000,375000,"24_25","1320028400",0.0595,"Residential","Aramoho"
"59598",9684,"7 Boyd Ave~WHANGANUI",3384.06,180000,395000,"24_25","1320028401",0.0597,"Residential","Aramoho"
"59599",9698,"18 Boyd Ave~WHANGANUI",3284.63,165000,325000,"24_25","1320029500",0.0506,"Residential","Aramoho"
"59600",9699,"20 Boyd Ave~WHANGANUI",3271.89,165000,315000,"24_25","1320029600",0.0483,"Residential","Aramoho"
"59601",9700,"22 Boyd Ave~WHANGANUI",3322.88,165000,355000,"24_25","1320029700",0.0505,"Residential","Aramoho"
"59602",9701,"1 Brunswick Rd~WHANGANUI",3305.45,165000,4e+05,"24_25","1320029800",0.0547,"Residential","Aramoho"
"59603",9715,"27 Brunswick Rd~WHANGANUI",3464.29,180000,4e+05,"24_25","1320031100",0.0673,"Residential","Aramoho"
"59604",9716,"29 Brunswick Rd~WHANGANUI",3419.67,180000,365000,"24_25","1320031200",0.0678,"Residential","Aramoho"
"59605",9731,"165 Somme Pde~WHANGANUI",3935.15,165000,390000,"24_25","1320033000",0.0365,"Other","Aramoho"
"59606",9732,"168 Somme Pde~WHANGANUI",5695.87,350000,570000,"24_25","1320033001",0.1487,"Industrial","Aramoho"
"59607",9733,"171 Somme Pde~WHANGANUI",4006.35,175000,390000,"24_25","1320033100",0.0426,"Industrial","Aramoho"
"59608",9734,"175 - 179 Somme Pde~WHANGANUI",5360.51,360000,405000,"24_25","1320033200",0.1106,"Industrial","Aramoho"
"59609",9748,"216 Somme Pde~WHANGANUI",3099.29,135000,365000,"24_25","1320034500A",0,"Residential","Aramoho"
"59610",9749,"216A Somme Pde~WHANGANUI",3172.45,150000,355000,"24_25","1320034500B",0,"Residential","Aramoho"
"59611",9751,"218 Somme Pde~WHANGANUI",4488.6,315000,715000,"24_25","1320034700",0.1137,"Residential","Aramoho"
"59612",9781,"3 Queen St~WHANGANUI",3094.9,130000,330000,"24_25","1320037900A",0,"Residential","Aramoho"
"59613",9782,"3A Queen St~WHANGANUI",3107.65,130000,340000,"24_25","1320037900B",0,"Residential","Aramoho"
"59614",9785,"4A Queen St~WHANGANUI",3031.15,130000,280000,"24_25","1320037902A",0,"Residential","Aramoho"
"59615",9799,"9 Rotherham St~WHANGANUI",3934.33,240000,505000,"24_25","1320038102",0.091,"Residential","Aramoho"
"59616",9801,"15 Rotherham St~WHANGANUI",3077.53,135000,345000,"24_25","1320038300",0.0363,"Residential","Aramoho"
"59617",9815,"9 Emerson St~WHANGANUI",4927.77,390000,625000,"24_25","1320039302",0.3652,"Residential","Aramoho"
"59618",9816,"1 Weka St~WHANGANUI",3302.57,150000,405000,"24_25","1320039400",0.0665,"Residential","Aramoho"
"59619",9817,"1A Weka St~WHANGANUI",3251.58,150000,365000,"24_25","1320039401",0.0665,"Residential","Aramoho"
"59620",9818,"3 Weka St~WHANGANUI",3219.71,150000,340000,"24_25","1320039500",0.0665,"Residential","Aramoho"
"59621",9867,"Kelvin St~WHANGANUI",2522.88,150000,150000,"24_25","1320044600",2.1101,"Industrial","Aramoho"
"59622",9868,"2 Brunswick Rd~WHANGANUI",3874.45,235000,480000,"24_25","1322000100",0.0829,"Residential","Aramoho"
"59623",9882,"32 Brunswick Rd~WHANGANUI",3824.79,225000,485000,"24_25","1322001400",0.0898,"Residential","Aramoho"
"59624",9885,"1 Victory Pl~WHANGANUI",3477.04,180000,410000,"24_25","1322001700",0.0593,"Residential","Aramoho"
"59625",9898,"6 Victory Pl~WHANGANUI",3557.58,210000,4e+05,"24_25","1322003100",0.0765,"Residential","Aramoho"
"59626",9899,"8 Victory Pl~WHANGANUI",3740.74,210000,485000,"24_25","1322003200",0.0744,"Residential","Aramoho"
"59627",9901,"14 Victory Pl~WHANGANUI",3452.72,195000,325000,"24_25","1322003400",0.0628,"Residential","Aramoho"
"59628",9902,"16 Victory Pl~WHANGANUI",3451.55,180000,390000,"24_25","1322003500",0.06,"Residential","Aramoho"
"59629",9915,"21 Field St~WHANGANUI",3819.6,240000,415000,"24_25","1322004800",0.0846,"Residential","Aramoho"
"59630",9917,"25 Field St~WHANGANUI",3891.32,255000,475000,"24_25","1322005000",0.0941,"Residential","Aramoho"
"59631",9918,"27 Field St~WHANGANUI",3980.14,255000,475000,"24_25","1322005100",0.0935,"Residential","Aramoho"
"59632",9932,"12 Field St~WHANGANUI",4102.42,270000,505000,"24_25","1322006400",0.1012,"Residential","Aramoho"
"59633",9933,"14 Field St~WHANGANUI",4056.95,270000,550000,"24_25","1322006500",0.1012,"Residential","Aramoho"
"59634",9934,"16 Field St~WHANGANUI",4236.29,270000,610000,"24_25","1322006600",0.1012,"Residential","Aramoho"
"59635",9935,"18 Field St~WHANGANUI",4062.39,270000,555000,"24_25","1322006700",0.1012,"Residential","Aramoho"
"59636",9949,"40 Field St~WHANGANUI",3637.59,195000,470000,"24_25","1322007700",0.063,"Residential","Aramoho"
"59637",9950,"42 Field St~WHANGANUI",3880.44,255000,465000,"24_25","1322007800",0.0951,"Residential","Aramoho"
"59638",9951,"44 Field St~WHANGANUI",4062.39,270000,555000,"24_25","1322007900",0.0999,"Residential","Aramoho"
